"","origincityLabel","origincountry","originlat","originlong","originpopulation","sistercityLabel","destinationlat","destinationlong","destinationpopulation","destination_countryLabel","dist","eu","samecountry","typecountry"
"7007","Markkleeberg","Germany",51.277777777778,12.383333333333,24240,"Pierre-Bénite",45.703611111111,4.8241666666667,10132,"France",832,"EU","different","EU"
"7008","Gerabronn","Germany",49.249444444444,9.9202777777778,4223,"Nouan-le-Fuzelier",47.536944444444,2.0380555555556,2356,"France",612,"EU","different","EU"
"7009","Gommern","Germany",52.066666666667,11.833333333333,NA,"Saint-Jean-de-la-Ruelle",47.913055555556,1.8733333333333,16488,"France",848,"EU","different","EU"
"7010","Bickenbach","Germany",49.754027777778,8.6117361111111,5549,"Saint-Philbert-de-Grand-Lieu",47.035,-1.64,8619,"France",814,"EU","different","EU"
"7011","Rosendahl","Germany",52.017222222222,7.2105555555556,NA,"Entrammes",47.995833333333,-0.71388888888889,2231,"France",721,"EU","different","EU"
"7012","Albig","Germany",49.766666666667,8.1166666666667,NA,"Signy-l'Abbaye",49.6975,4.4202777777778,1350,"France",266,"EU","different","EU"
"7013","Schwäbisch Gmünd","Germany",48.8,9.8,59166,"Juan-les-Pins",43.571111111111,7.1094444444444,NA,"France",617,"EU","different","EU"
"7014","Lorsch","Germany",49.653888888889,8.5675,13400,"Le Coteau",46.027222222222,4.0866666666667,6775,"France",524,"EU","different","EU"
"7015","Böblingen","Germany",48.683333,9,47385,"Glenrothes",56.197222222222,-3.1730555555556,NA,"United Kingdom",1171,"EU","different","EU"
"7016","Crivitz","Germany",53.583333333333,11.65,4917,"Seaford",50.77,0.1,NA,"United Kingdom",846,"EU","different","EU"
"7017","Menden (Sauerland)","Germany",51.433333333333,7.8,NA,"Lestrem",50.622222222222,2.685,4386,"France",369,"EU","different","EU"
"7018","Borken (Hessen)","Germany",51.033333333333,9.2666666666667,12633,"Méru",49.235833333333,2.135,13995,"France",546,"EU","different","EU"
"7019","Alfhausen","Germany",52.501944444444,7.9513888888889,NA,"La Meignanne",47.519444444444,-0.66916666666667,2235,"France",827,"EU","different","EU"
"7020","Marktbreit","Germany",49.65,10.166666666667,3669,"Fléac",45.665277777778,0.093611111111111,3656,"France",874,"EU","different","EU"
"7021","Bassum","Germany",52.849444444444,8.7266666666667,15634,"Fresnay-sur-Sarthe",48.281666666667,0.021111111111111,2066,"France",797,"EU","different","EU"
"7022","Sulzbach","Germany",50.133055555556,8.5288888888889,NA,"Pont-Sainte-Maxence",49.301111111111,2.6036111111111,12637,"France",436,"EU","different","EU"
"7023","Zschopau","Germany",50.75,13.066666666667,NA,"Veneux-les-Sablons",48.377777777778,2.7927777777778,4813,"France",786,"EU","different","EU"
"7024","Gronau","Germany",52.2125,7.0416666666667,46128,"Bromsgrove",52.3353,-2.0579,NA,"United Kingdom",619,"EU","different","EU"
"7025","Gunzenhausen","Germany",49.114722222222,10.754166666667,16432,"Isle",45.804166666667,1.2263888888889,7523,"France",805,"EU","different","EU"
"7026","Neustadt am Rübenberge","Germany",52.5,9.4666666666667,43499,"La Ferté-Macé",48.5925,-0.35722222222222,5661,"France",818,"EU","different","EU"
"7027","Trebbin","Germany",52.216666666667,13.199722222222,NA,"Bognor Regis",50.782369444444,-0.67638888888889,NA,"United Kingdom",972,"EU","different","EU"
"7028","Kempen","Germany",51.365833333333,6.4194444444444,34630,"East Cambridgeshire",52.387,0.294,87300,"United Kingdom",435,"EU","different","EU"
"7029","Friedrichsdorf","Germany",50.256875,8.6418055555556,25092,"Chesham",51.703,-0.602,NA,"United Kingdom",666,"EU","different","EU"
"7030","Moers","Germany",51.459166666667,6.6197222222222,107816,"Knowsley",53.439,-2.851,147200,"United Kingdom",678,"EU","different","EU"
"7031","Liederbach am Taunus","Germany",50.120833333333,8.4911111111111,8914,"Verwood",50.8817,-1.88,NA,"United Kingdom",738,"EU","different","EU"
"7032","Erkrath","Germany",51.223888888889,6.9147222222222,NA,"West Lancashire",53.562,-2.827,112700,"United Kingdom",710,"EU","different","EU"
"7033","Isernhagen","Germany",52.434166666667,9.8572222222222,NA,"Peacehaven",50.8,0,NA,"United Kingdom",704,"EU","different","EU"
"7034","Wolfenbüttel","Germany",52.162222222222,10.536944444444,51569,"Rhondda Cynon Taf",51.65,-3.44,NA,"United Kingdom",959,"EU","different","EU"
"7035","Kamp-Lintfort","Germany",51.5,6.5333333333333,37118,"Chester-le-Street",54.8594,-1.5699,NA,"United Kingdom",656,"EU","different","EU"
"7036","Ratingen","Germany",51.3,6.85,87943,"Blyth Valley",55.127,-1.523,NA,"United Kingdom",701,"EU","different","EU"
"7037","Wetter (Ruhr)","Germany",51.388055555556,7.395,27725,"South Elmsall",53.5959,-1.2726027777778,NA,"United Kingdom",636,"EU","different","EU"
"7038","Bruchsal","Germany",49.133333333333,8.6,44104,"Cwmbran",51.653,-3.021,NA,"United Kingdom",869,"EU","different","EU"
"7039","Peine","Germany",52.320277777778,10.233611111111,49759,"Heywood, Greater Manchester",53.59,-2.219,NA,"United Kingdom",845,"EU","different","EU"
"7040","Waldbröl","Germany",50.878888888889,7.615,NA,"Witham",51.7978,0.6373,NA,"United Kingdom",495,"EU","different","EU"
"7041","Wuppertal","Germany",51.266666666667,7.1833333333333,350046,"South Tyneside",54.959,-1.438,148700,"United Kingdom",706,"EU","different","EU"
"7042","Baiersbronn","Germany",48.505833333333,8.3711111111111,14500,"Midhurst",50.985,-0.74,NA,"United Kingdom",710,"EU","different","EU"
"7043","Norden","Germany",53.596666666667,7.2055555555556,25117,"Bradford on Avon",51.3469,-2.251,NA,"United Kingdom",687,"EU","different","EU"
"7044","Stelle","Germany",53.366666666667,10.116666666667,NA,"Glenfield",52.649069444444,-1.2062194444444,NA,"United Kingdom",761,"EU","different","EU"
"7045","Uelzen","Germany",52.964722222222,10.565833333333,NA,"Barnstaple",51.0823,-4.0489,NA,"United Kingdom",1020,"EU","different","EU"
"7046","Alsfeld","Germany",50.751111111111,9.2711111111111,15889,"New Mills",53.367,-2.007,NA,"United Kingdom",823,"EU","different","EU"
"7047","Bad Ems","Germany",50.338055555556,7.7105555555556,9229,"Droitwich Spa",52.267,-2.153,NA,"United Kingdom",718,"EU","different","EU"
"7048","Murrhardt","Germany",48.979444444444,9.5783333333333,14331,"Frome",51.2279,-2.3215,NA,"United Kingdom",884,"EU","different","EU"
"7049","Werne","Germany",51.666666666667,7.6166666666667,NA,"Lytham St Annes",53.7426,-2.997,NA,"United Kingdom",751,"EU","different","EU"
"7050","Magdala","Germany",50.906666666667,11.446111111111,1960,"Isleham",52.33,0.4,NA,"United Kingdom",778,"EU","different","EU"
"7051","Borken","Germany",51.843888888889,6.8583333333333,42272,"Whitstable",51.360694444444,1.0256944444444,30195,"United Kingdom",406,"EU","different","EU"
"7052","Gelsenkirchen","Germany",51.516666666667,7.1,257651,"Newcastle upon Tyne",54.977777777778,-1.6133333333333,282442,"United Kingdom",695,"EU","different","EU"
"7053","Euskirchen","Germany",50.659722222222,6.7916666666667,56769,"Basingstoke and Deane",51.256,-1.111,173900,"United Kingdom",557,"EU","different","EU"
"7054","Erftstadt","Germany",50.816666666667,6.7666666666667,49179,"Wokingham",51.41,-0.84,NA,"United Kingdom",535,"EU","different","EU"
"7055","Bad Brückenau","Germany",50.283333333333,9.8,6412,"Kirkham",53.782,-2.87,NA,"United Kingdom",948,"EU","different","EU"
"7056","Selm","Germany",51.683333333333,7.4833333333333,NA,"Workington",54.6365,-3.5549,NA,"United Kingdom",805,"EU","different","EU"
"7057","Warendorf","Germany",51.953888888889,7.9933333333333,NA,"Petersfield",51.003769444444,-0.93453055555556,NA,"United Kingdom",627,"EU","different","EU"
"7058","Weil am Rhein","Germany",47.594722222222,7.6108333333333,29683,"Bognor Regis",50.782369444444,-0.67638888888889,NA,"United Kingdom",698,"EU","different","EU"
"7059","Bietigheim-Bissingen","Germany",48.966666666667,9.1333333333333,42968,"Surrey Heath",51.3395,-0.7433,88100,"United Kingdom",751,"EU","different","EU"
"7060","Zwingenberg","Germany",49.7225,8.6138888888889,6800,"Tetbury",51.636,-2.158,NA,"United Kingdom",787,"EU","different","EU"
"7061","Metzingen","Germany",48.536666666667,9.2858333333333,21394,"Hexham",54.966666666667,-2.1,NA,"United Kingdom",1058,"EU","different","EU"
"7062","Pfungstadt","Germany",49.805555555556,8.6044444444444,NA,"Retford",53.3169,-0.9408,NA,"United Kingdom",766,"EU","different","EU"
"7063","Immenstadt","Germany",47.566666666667,10.216666666667,14191,"Wellington",50.9755,-3.2243,NA,"United Kingdom",1044,"EU","different","EU"
"7064","Weilerswist","Germany",50.766666666667,6.8330555555556,NA,"Whitnash",52.268,-1.524,NA,"United Kingdom",601,"EU","different","EU"
"7065","Nürtingen","Germany",48.626666666667,9.3352777777778,39960,"Rhondda Cynon Taf",51.65,-3.44,NA,"United Kingdom",969,"EU","different","EU"
"7066","Mönchengladbach","Germany",51.2,6.4333333333333,259996,"Thurrock",51.5,0.41666666666667,165200,"United Kingdom",419,"EU","different","EU"
"7067","Sindelfingen","Germany",48.713333333333,9.0027777777778,62215,"Dronfield",53.3024,-1.4664,NA,"United Kingdom",891,"EU","different","EU"
"7068","Betzdorf","Germany",50.785546,7.873843,9967,"Ross-on-Wye",51.913888888889,-2.5869444444444,NA,"United Kingdom",737,"EU","different","EU"
"7069","Mindelheim","Germany",48.033333333333,10.466666666667,11849,"East Grinstead",51.129,-0.007,NA,"United Kingdom",829,"EU","different","EU"
"7070","Stadtallendorf","Germany",50.833333333333,9.0166666666667,NA,"St Ives",52.335,-0.0837,NA,"United Kingdom",650,"EU","different","EU"
"7071","Goslar","Germany",51.906003,10.429163,50457,"Windsor and Maidenhead",51.466666666667,-0.66666666666667,147700,"United Kingdom",766,"EU","different","EU"
"7072","Oststeinbek","Germany",53.544166666667,10.166388888889,NA,"Caddington",51.863080555556,-0.45678888888889,NA,"United Kingdom",739,"EU","different","EU"
"7073","Bergkamen","Germany",51.616666666667,7.6333333333333,47803,"Kirklees",53.593,-1.801,434300,"United Kingdom",673,"EU","different","EU"
"7074","Erlensee","Germany",50.163472222222,8.9808333333333,14005,"Biggleswade",52.0855,-0.2557,NA,"United Kingdom",679,"EU","different","EU"
"7075","Hamminkeln","Germany",51.731944444444,6.5908333333333,NA,"Sedgefield",54.65,-1.45,NA,"United Kingdom",626,"EU","different","EU"
"7076","Mönchengladbach","Germany",51.2,6.4333333333333,259996,"North Tyneside",55.0123,-1.5456,202500,"United Kingdom",680,"EU","different","EU"
"7077","Troisdorf","Germany",50.816111111111,7.1555555555556,NA,"Redcar and Cleveland",54.579230555556,-1.0340888888889,135300,"United Kingdom",692,"EU","different","EU"
"7078","Wöllstein","Germany",49.814444444444,7.9608333333333,NA,"Great Barford",52.158,-0.353,NA,"United Kingdom",637,"EU","different","EU"
"7079","Battenberg (Eder)","Germany",51.016666666667,8.65,5379,"Romsey",50.989,-1.4966,NA,"United Kingdom",709,"EU","different","EU"
"7080","Waldsassen","Germany",50,12.3,6741,"Pencoed",51.5228,-3.50474,NA,"United Kingdom",1109,"EU","different","EU"
"7081","Cuxhaven","Germany",53.866666666667,8.7,48221,"Penwith",50.16,-5.53,NA,"United Kingdom",1055,"EU","different","EU"
"7082","Warstein","Germany",51.45,8.3666666666667,NA,"Hebden Royd",53.712963888889,-2.0019138888889,NA,"United Kingdom",744,"EU","different","EU"
"7083","Biberach an der Riss","Germany",48.098055555556,9.7886111111111,31525,"Tendring",51.783333333333,1.1333333333333,141200,"United Kingdom",742,"EU","different","EU"
"7084","Barsbüttel","Germany",53.566666666667,10.166666666667,NA,"Callington, Cornwall",50.503,-4.316,NA,"United Kingdom",1045,"EU","different","EU"
"7085","Bad Nauheim","Germany",50.366666666667,8.75,30291,"Buxton",53.259,-1.911,NA,"United Kingdom",799,"EU","different","EU"
"7086","Bad Rappenau","Germany",49.238888888889,9.1027777777778,20268,"Llandrindod Wells",52.243538888889,-3.3854694444444,NA,"United Kingdom",939,"EU","different","EU"
"7087","Dreieich","Germany",50.018888888889,8.6961111111111,40601,"Stafford",52.8066,-2.1171,NA,"United Kingdom",810,"EU","different","EU"
"7088","Speyer","Germany",49.319444444444,8.4311111111111,50284,"Spalding",52.7858,-0.1529,NA,"United Kingdom",712,"EU","different","EU"
"7089","Langenau","Germany",48.499444444444,10.121111111111,14526,"Bridgend County Borough",51.506666666667,-3.5794444444444,NA,"United Kingdom",1033,"EU","different","EU"
"7090","Frankenberg","Germany",51.058888888889,8.7966666666667,17855,"Manningtree",51.9443,1.0614,NA,"United Kingdom",544,"EU","different","EU"
"7091","Nordenham","Germany",53.5,8.4666666666667,26325,"Peterlee",54.76,-1.33,NA,"United Kingdom",653,"EU","different","EU"
"7092","Schmallenberg","Germany",51.133333333333,8.3,25230,"Burgess Hill",50.9535,-0.1262,NA,"United Kingdom",589,"EU","different","EU"
"7093","Bad Bevensen","Germany",53.079166666667,10.583333333333,8830,"South Molton",51.02,-3.83,NA,"United Kingdom",1010,"EU","different","EU"
"7094","Darmstadt","Germany",49.866666666667,8.65,153166,"Chesterfield",53.235833333333,-1.4275,10688,"United Kingdom",790,"EU","different","EU"
"7095","Herford","Germany",52.133333333333,8.6833333333333,66521,"Hinckley",52.5413,-1.3725,NA,"United Kingdom",684,"EU","different","EU"
"7096","Solingen","Germany",51.166666666667,7.0833333333333,156771,"Blyth",55.126,-1.514,NA,"United Kingdom",722,"EU","different","EU"
"7097","Bergisch Gladbach","Germany",50.991666666667,7.1366666666667,109697,"Runnymede",51.395,-0.541,85600,"United Kingdom",537,"EU","different","EU"
"7098","Bad Bederkesa","Germany",53.626111111111,8.8427777777778,5227,"Bodmin",50.466,-4.718,NA,"United Kingdom",990,"EU","different","EU"
"7099","Neumünster","Germany",54.071388888889,9.99,79197,"Gravesham",51.409,0.399,106300,"United Kingdom",710,"EU","different","EU"
"7100","Oer-Erkenschwick","Germany",51.642222222222,7.2508333333333,NA,"North Tyneside",55.0123,-1.5456,202500,"United Kingdom",693,"EU","different","EU"
"7101","Hamelin","Germany",52.103055555556,9.36,56529,"Torbay",50.452222222222,-3.5569444444444,133400,"United Kingdom",916,"EU","different","EU"
"7102","Lüneburg","Germany",53.2525,10.414444444444,71668,"Scunthorpe",53.5809,-0.6502,NA,"United Kingdom",733,"EU","different","EU"
"7103","Eschweiler","Germany",50.816666666667,6.2833333333333,NA,"Reigate and Banstead",51.249,-0.16,144100,"United Kingdom",453,"EU","different","EU"
"7104","Höxter","Germany",51.766666666667,9.3666666666667,NA,"Sudbury",52.0417,0.72815,NA,"United Kingdom",593,"EU","different","EU"
"7105","Bergisch Gladbach","Germany",50.991666666667,7.1366666666667,109697,"Runnymede",51.444511111111,-0.56536944444444,NA,"United Kingdom",539,"EU","different","EU"
"7106","Bad Wurzach","Germany",47.909444444444,9.8994444444444,14316,"Wallingford",51.599,-1.125,NA,"United Kingdom",891,"EU","different","EU"
"7107","Fritzlar","Germany",51.133333333333,9.2666666666667,14428,"Burnham-on-Sea",51.2376,-2.9935,NA,"United Kingdom",854,"EU","different","EU"
"7108","Weeze","Germany",51.626666666667,6.1966666666667,NA,"Watton",52.571269444444,0.82586111111111,6819,"United Kingdom",381,"EU","different","EU"
"7109","Seesen","Germany",51.893055555556,10.178333333333,19296,"Wantage",51.589,-1.427,NA,"United Kingdom",799,"EU","different","EU"
"7110","Königswinter","Germany",50.683333333333,7.1833333333333,40702,"North East Lincolnshire",53.55,-0.1,159600,"United Kingdom",590,"EU","different","EU"
"7111","Garbsen","Germany",52.418333333333,9.5980555555556,59912,"Bassetlaw",53.4,-0.95,114500,"United Kingdom",715,"EU","different","EU"
"7112","Bielefeld","Germany",52.016666666667,8.5166666666667,329327,"Enniskillen",54.345306,-7.634061,NA,"United Kingdom",1104,"EU","different","EU"
"7113","Bramsche","Germany",52.4,7.9833333333333,30134,"Todmorden",53.713,-2.096,NA,"United Kingdom",689,"EU","different","EU"
"7114","Ludwigsburg","Germany",48.8975,9.1919444444444,91116,"Caerphilly",51.578,-3.218,NA,"United Kingdom",930,"EU","different","EU"
"7115","Oldenburg","Germany",53.143888888889,8.2138888888889,161438,"Kingston upon Thames",51.4103,-0.2995,NA,"United Kingdom",610,"EU","different","EU"
"7116","Landsberg am Lech","Germany",48.033333333333,10.883333333333,28708,"Failsworth",53.5102,-2.1575,NA,"United Kingdom",1098,"EU","different","EU"
"7117","Eningen unter Achalm","Germany",48.483055555556,9.2522222222222,10688,"Calne",51.4353,-2.0042694444444,NA,"United Kingdom",868,"EU","different","EU"
"7118","Gauting","Germany",48.067777777778,11.373888888889,17561,"Patchway",51.5314,-2.5879,NA,"United Kingdom",1071,"EU","different","EU"
"7119","Bretten","Germany",49.036388888889,8.7061111111111,28826,"Pontypool",51.703,-3.041,NA,"United Kingdom",883,"EU","different","EU"
"7120","Waldsassen","Germany",50,12.3,6741,"Pencoed",51.5104,-3.3094,NA,"United Kingdom",1109,"EU","different","EU"
"7121","Bad Oeynhausen","Germany",52.2,8.8,48990,"Wear Valley",54.716,-1.925,NA,"United Kingdom",762,"EU","different","EU"
"7122","Waiblingen","Germany",48.830277777778,9.3169444444444,53407,"Devizes",51.353,-1.994,NA,"United Kingdom",853,"EU","different","EU"
"7123","Eisenberg","Germany",49.561388888889,8.0725,9162,"Baldock",51.9896,-0.1888,NA,"United Kingdom",640,"EU","different","EU"
"7124","Marl","Germany",51.666666666667,7.1166666666667,84055,"Pendle",53.866666666667,-2.1666666666667,90100,"United Kingdom",670,"EU","different","EU"
"7125","Gerlingen","Germany",48.8,9.0652777777778,19151,"Seaham",54.84,-1.34,NA,"United Kingdom",979,"EU","different","EU"
"7126","Mayen","Germany",50.333333333333,7.2166666666667,NA,"Godalming",51.185,-0.61,NA,"United Kingdom",558,"EU","different","EU"
"7127","Castrop-Rauxel","Germany",51.55,7.3166666666667,74220,"Wakefield",53.6801,-1.492,NA,"United Kingdom",640,"EU","different","EU"
"7128","Tempelhof","Germany",52.4667,13.3833,59728,"London Borough of Barnet",51.6254,-0.1527,379700,"United Kingdom",929,"EU","different","EU"
"7129","Schwäbisch Gmünd","Germany",48.8,9.8,59166,"Barnsley",53.553611111111,-1.4788888888889,NA,"United Kingdom",946,"EU","different","EU"
"7130","Emmerich am Rhein","Germany",51.835,6.2452777777778,30279,"King's Lynn",52.7543,0.3976,42800,"United Kingdom",410,"EU","different","EU"
"7131","Osnabrück","Germany",52.278888888889,8.0430555555556,156315,"Derby",52.916666666667,-1.4666666666667,248700,"United Kingdom",646,"EU","different","EU"
"7132","Dillenburg","Germany",50.733333333333,8.2833333333333,23431,"Hereford",52.056388888889,-2.7161111111111,NA,"United Kingdom",776,"EU","different","EU"
"7133","Schweinfurt","Germany",50.05,10.233333333333,51969,"North Lanarkshire",55.829,-3.922,NA,"United Kingdom",1142,"EU","different","EU"
"7134","Leer","Germany",53.230833333333,7.4527777777778,NA,"Trowbridge",51.317,-2.217,NA,"United Kingdom",691,"EU","different","EU"
"7135","Viersen","Germany",51.266666666667,6.4,NA,"Peterborough",52.583333333333,-0.25,136292,"United Kingdom",479,"EU","different","EU"
"7136","Bochum","Germany",51.483333333333,7.2166666666667,361734,"Sheffield",53.3825,-1.4719444444444,518090,"United Kingdom",625,"EU","different","EU"
"7137","Riesa","Germany",51.308055555556,13.293888888889,30885,"Rotherham",53.43,-1.3572222222222,NA,"United Kingdom",1020,"EU","different","EU"
"7138","Hilden","Germany",51.171388888889,6.9394444444444,NA,"Warrington",53.38732,-2.60288,NA,"United Kingdom",694,"EU","different","EU"
"7139","Bergisch Gladbach","Germany",50.991666666667,7.1366666666667,109697,"Luton",51.9,-0.43333333333333,NA,"United Kingdom",534,"EU","different","EU"
"7140","Düsseldorf","Germany",51.216666666667,6.8166666666667,612178,"Reading",51.454166666667,-0.97305555555556,NA,"United Kingdom",542,"EU","different","EU"
"7141","Kaiserslautern","Germany",49.444722222222,7.7688888888889,NA,"London Borough of Newham",51.516666666667,0.033333333333333,332800,"United Kingdom",593,"EU","different","EU"
"7142","Karlsruhe","Germany",49.013888888889,8.4041666666667,307755,"Nottingham",52.955,-1.1491666666667,NA,"United Kingdom",798,"EU","different","EU"
"7143","Aschaffenburg","Germany",49.966666666667,9.15,68986,"Perth",56.395277777778,-3.4316666666667,NA,"United Kingdom",1099,"EU","different","EU"
"7144","Gießen","Germany",50.583333333333,8.6666666666667,84455,"Winchester",51.063333333333,-1.3086111111111,NA,"United Kingdom",702,"EU","different","EU"
"7145","Würzburg","Germany",49.794444444444,9.9294444444444,127200,"Dundee",56.464,-2.97,NA,"United Kingdom",1133,"EU","different","EU"
"7146","Heidenheim an der Brenz","Germany",48.676111111111,10.154444444444,48048,"Newport",51.583333333333,-3,NA,"United Kingdom",990,"EU","different","EU"
"7147","Bad Dürkheim","Germany",49.459444444444,8.1680555555556,18499,"Wells",51.209166666667,-2.6508333333333,NA,"United Kingdom",791,"EU","different","EU"
"7148","Boppard","Germany",50.231388888889,7.5908333333333,15404,"Truro",50.25,-5.05,18766,"United Kingdom",898,"EU","different","EU"
"7149","Rendsburg","Germany",54.304444444444,9.6644444444444,27617,"Lancaster",54.047,-2.801,NA,"United Kingdom",811,"EU","different","EU"
"7150","Schwerte","Germany",51.445833333333,7.5652777777778,NA,"Milton Keynes",52.033333333333,-0.76666666666667,NA,"United Kingdom",577,"EU","different","EU"
"7151","Bremen","Germany",53.076944444444,8.8088888888889,551767,"Dudley",52.516666666667,-2.1,NA,"United Kingdom",735,"EU","different","EU"
"7152","Rüthen","Germany",51.493333333333,8.4333333333333,11095,"Dereham",52.682197222222,0.94044444444444,NA,"United Kingdom",528,"EU","different","EU"
"7153","Fürth","Germany",49.478333333333,10.990277777778,126405,"Paisley",55.85,-4.4333333333333,NA,"United Kingdom",1254,"EU","different","EU"
"7154","Bremerhaven","Germany",53.55,8.5833333333333,114025,"Grimsby",53.5595,-0.068,88243,"United Kingdom",571,"EU","different","EU"
"7155","Kronberg im Taunus","Germany",50.179652777778,8.5085416666667,NA,"Aberystwyth",52.416666666667,-4.0666666666667,NA,"United Kingdom",908,"EU","different","EU"
"7156","Göttingen","Germany",51.533888888889,9.9355555555556,132866,"London Borough of Hackney",51.533333333333,-0.083333333333333,269000,"United Kingdom",692,"EU","different","EU"
"7157","Helmstedt","Germany",52.228055555556,11.010555555556,23254,"Chard",50.8728,-2.9587,NA,"United Kingdom",976,"EU","different","EU"
"7158","Georgsmarienhütte","Germany",52.2,8.0666666666667,31543,"Bournemouth",50.72,-1.88,183491,"United Kingdom",708,"EU","different","EU"
"7159","Cottbus","Germany",51.760555555556,14.334166666667,99595,"Nuneaton",52.523,-1.4683,NA,"United Kingdom",1079,"EU","different","EU"
"7160","Hildesheim","Germany",52.15,9.95,105439,"North Somerset",51.383333333333,-2.8,209900,"United Kingdom",880,"EU","different","EU"
"7161","Offenbach am Main","Germany",50.1,8.7666666666667,123734,"London Borough of Tower Hamlets",51.5063,-0.0034,295200,"United Kingdom",635,"EU","different","EU"
"7162","Minden","Germany",52.283333333333,8.9166666666667,81598,"London Borough of Sutton",51.333333333333,-0.16666666666667,200100,"United Kingdom",633,"EU","different","EU"
"7163","Backnang","Germany",48.946388888889,9.4305555555556,35368,"Chelmsford",51.7361,0.4798,NA,"United Kingdom",706,"EU","different","EU"
"7164","Heiligenhaus","Germany",51.3265,6.971,NA,"Basildon",51.5761,0.4886,NA,"United Kingdom",450,"EU","different","EU"
"7165","Erlangen","Germany",49.596388888889,11.004444444444,108336,"Stoke-on-Trent",53,-2.1833333333333,249008,"United Kingdom",990,"EU","different","EU"
"7166","Salzgitter","Germany",52.153657,10.405849,101079,"Swindon",51.558333333333,-1.7811111111111,NA,"United Kingdom",839,"EU","different","EU"
"7167","Alfeld","Germany",51.988611111111,9.8269444444444,19081,"Wakefield",53.6801,-1.492,NA,"United Kingdom",782,"EU","different","EU"
"7168","Freiburg im Breisgau","Germany",47.994722222222,7.8497222222222,220286,"Guildford",51.2354,-0.5746,NA,"United Kingdom",705,"EU","different","EU"
"7169","Witten","Germany",51.433333333333,7.3333333333333,97986,"London Borough of Barking and Dagenham",51.55,0.11666666666667,202000,"United Kingdom",500,"EU","different","EU"
"7170","Bad Berka","Germany",50.9,11.283333333333,NA,"Wells",51.209166666667,-2.6508333333333,NA,"United Kingdom",973,"EU","different","EU"
"7171","Charlottenburg","Germany",52.516666666667,13.3,124555,"London Borough of Lewisham",51.416666666667,-0.033333333333333,297300,"United Kingdom",920,"EU","different","EU"
"7172","Braunschweig","Germany",52.269166666667,10.521111111111,252768,"Bath",51.381389,-2.358611,88859,"United Kingdom",889,"EU","different","EU"
"7173","Neustadt an der Weinstraße","Germany",49.35,8.15,52999,"Lincoln",53.25,-0.55,NA,"United Kingdom",743,"EU","different","EU"
"7174","Göttingen","Germany",51.533888888889,9.9355555555556,132866,"Cheltenham",51.896519444444,-2.0784277777778,NA,"United Kingdom",828,"EU","different","EU"
"7175","Waldshut-Tiengen","Germany",47.623055555556,8.2144444444444,23674,"Lewes",50.875627777778,0.017855555555556,NA,"United Kingdom",696,"EU","different","EU"
"7176","Emmendingen","Germany",48.121388888889,7.8491666666667,NA,"Newark-on-Trent",53.0765,-0.81,NA,"United Kingdom",822,"EU","different","EU"
"7177","Münster","Germany",51.966666666667,7.6333333333333,310039,"York",53.95,-1.0833333333333,137505,"United Kingdom",624,"EU","different","EU"
"7178","Recklinghausen","Germany",51.616666666667,7.2,119749,"Preston",53.759444444444,-2.6980555555556,NA,"United Kingdom",708,"EU","different","EU"
"7179","Lage","Germany",51.966666666667,8.8,NA,"Horsham",51.062,-0.325,NA,"United Kingdom",639,"EU","different","EU"
"7180","Wolfsburg","Germany",52.423055555556,10.787222222222,122457,"Luton",51.9,-0.43333333333333,NA,"United Kingdom",767,"EU","different","EU"
"7181","Arnsberg","Germany",51.396666666667,8.0644444444444,74617,"London Borough of Bexley",51.416666666667,0.13333333333333,242100,"United Kingdom",550,"EU","different","EU"
"7182","Marburg","Germany",50.816666666667,8.7666666666667,73836,"Northampton",52.233333333333,-0.9,NA,"United Kingdom",686,"EU","different","EU"
"7183","Wetzlar","Germany",50.566666666667,8.5,51649,"Colchester",51.888611,0.903611,121859,"United Kingdom",549,"EU","different","EU"
"7184","Trier","Germany",49.756666666667,6.6413888888889,114914,"Gloucester",51.881111111111,-2.2433333333333,125649,"United Kingdom",667,"EU","different","EU"
"7185","Herne","Germany",51.55,7.2166666666667,155851,"Wakefield",53.6801,-1.492,NA,"United Kingdom",633,"EU","different","EU"
"7186","Waldbronn","Germany",48.924444444444,8.4758333333333,12251,"Monmouth",51.81,-2.72,NA,"United Kingdom",855,"EU","different","EU"
"7187","Bad Homburg vor der Höhe","Germany",50.229236111111,8.6104861111111,52752,"Exeter",50.721538888889,-3.5331083333333,NA,"United Kingdom",860,"EU","different","EU"
"7188","Ludwigshafen","Germany",49.481111111111,8.4352777777778,163832,"London Borough of Havering",51.55,0.21666666666667,249100,"United Kingdom",625,"EU","different","EU"
"7189","Bamberg","Germany",49.89166667,10.88888889,71465,"Bedford",52.134444444444,-0.46305555555556,NA,"United Kingdom",831,"EU","different","EU"
"7190","Bamberg","Germany",49.89166667,10.88888889,71465,"Bedford",52.134444444444,-0.46305555555556,NA,"United Kingdom",832,"EU","different","EU"
"7191","Tübingen","Germany",48.52,9.0555555555556,87464,"Durham",54.783333333333,-1.5666666666667,50000,"United Kingdom",1009,"EU","different","EU"
"7192","Hamm","Germany",51.666666666667,7.8166666666667,179397,"Bradford",53.794,-1.751,76996,"United Kingdom",686,"EU","different","EU"
"7193","Nettetal","Germany",51.316666666667,6.2833333333333,NA,"Fenland",52.575,0.049,99200,"United Kingdom",449,"EU","different","EU"
